claim_number,age_of_driver,safety_rating,annual_income,high_education,address_change,zip_code,past_num_of_claims,liab_prct,police_report,age_of_vehicle,vehicle_price,total_claim,injury_claim,policy deductible,annual premium,days open,form defects,fraud reported,claim_year,claim_month,claim_day,gender_M,marital_status_1,property_status_Rent,claim_day_of_week_Monday,claim_day_of_week_Saturday,claim_day_of_week_Sunday,claim_day_of_week_Thursday,claim_day_of_week_Tuesday,claim_day_of_week_Wednesday,accident_site_Local,accident_site_Parking Lot,witness_present_1,channel_Online,channel_Phone,vehicle_category_Large,vehicle_category_Medium,vehicle_color_blue,vehicle_color_gray,vehicle_color_other,vehicle_color_red,vehicle_color_silver,vehicle_color_white
2322432.0,70.0,58.0,67980.8,1.0,0.0,20158.0,0.0,50.0,0.0,5.0,29214.5357,19172.68928,2417.922997,500.0,1451.62,7.454180856,4.0,0.0,2024.0,11.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2343168.0,28.0,49.0,53307.2,1.0,1.0,15057.0,1.0,50.0,1.0,5.0,23876.17436,32074.03469,3456.679158,500.0,1737.66,10.66792937,8.0,1.0,2023.0,6.0,24.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2446848.0,38.0,78.0,58198.4,0.0,0.0,20140.0,0.0,50.0,1.0,3.0,17991.21351,12246.51763,7204.667355,500.0,538.17,10.04835868,5.0,0.0,2024.0,2.0,26.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2592000.0,42.0,92.0,39814.4,1.0,1.0,50009.0,0.0,72.0,1.0,4.0,12006.5627,12427.00182,3388.568025,2000.0,1273.7,9.966159716,4.0,1.0,2023.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3525120.0,23.0,82.0,20164.8,1.0,0.0,15015.0,0.0,80.0,1.0,6.0,12224.5503,24375.06253,5335.459014,500.0,1848.81,9.411242095,4.0,1.0,2024.0,3.0,21.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3608064.0,55.0,83.0,14104.0,0.0,1.0,80107.0,0.0,69.0,0.0,4.0,12845.13183,30130.72245,6011.22711,500.0,1362.87,8.528898183,3.0,1.0,2024.0,8.0,31.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3649536.0,44.0,65.0,160546.0,1.0,1.0,85001.0,0.0,86.0,1.0,4.0,76566.41329,30982.76488,10852.36645,500.0,1239.22,8.592964817,3.0,0.0,2024.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3981312.0,37.0,68.0,7786.0,0.0,1.0,80022.0,0.0,51.0,1.0,5.0,34708.88292,23599.39624,5904.032433,500.0,1105.49,8.546369217,9.0,1.0,2024.0,5.0,26.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4209408.0,40.0,77.0,99026.0,1.0,1.0,50047.0,0.0,50.0,1.0,5.0,19450.25858,12600.65557,5891.41743,1000.0,1425.54,9.551207744,2.0,0.0,2023.0,8.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4250880.0,35.0,63.0,56881.6,1.0,1.0,80003.0,0.0,93.0,1.0,3.0,22227.21526,18229.27521,5429.714276,1000.0,1038.09,9.545037903,3.0,0.0,2023.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4292352.0,54.0,79.0,63856.0,1.0,1.0,80005.0,0.0,32.0,1.0,10.0,34694.52214,12470.68379,8093.500512,1000.0,1489.24,8.645313687,2.0,0.0,2024.0,5.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4748544.0,27.0,36.0,32728.0,1.0,0.0,50023.0,2.0,71.0,1.0,5.0,7879.238294,41443.38211,6794.780109,2000.0,769.95,9.057925582,2.0,1.0,2024.0,12.0,28.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4790016.0,42.0,65.0,179808.0,0.0,1.0,85072.0,3.0,93.0,1.0,6.0,34221.32516,21670.54025,4019.553749,2000.0,1514.72,10.20500492,5.0,0.0,2023.0,10.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4955904.0,62.0,90.0,66056.0,1.0,1.0,50021.0,0.0,76.0,1.0,4.0,16521.38304,24548.54157,5001.112247,500.0,1612.43,9.534852522,2.0,0.0,2024.0,12.0,22.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5101056.0,34.0,82.0,16429.0,0.0,1.0,20106.0,0.0,0.0,1.0,5.0,20504.51437,44689.78043,3431.849274,2000.0,1136.83,8.164786494,4.0,1.0,2023.0,3.0,20.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5121792.0,31.0,94.0,84939.2,1.0,1.0,85077.0,1.0,94.0,1.0,4.0,21003.68362,22015.10594,5270.906542,2000.0,1322.78,8.63599319,3.0,0.0,2023.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5163264.0,44.0,73.0,60563.2,1.0,1.0,50043.0,1.0,81.0,1.0,1.0,15002.20433,15462.54245,3812.903368,1000.0,1483.25,8.539403447,2.0,0.0,2023.0,12.0,23.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5370624.0,47.0,44.0,61587.2,1.0,0.0,50002.0,0.0,57.0,0.0,4.0,14516.1342,12701.78418,4627.458464,500.0,1463.82,7.48828902,7.0,0.0,2024.0,7.0,30.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5474304.0,62.0,75.0,66012.8,0.0,1.0,20137.0,0.0,28.0,1.0,4.0,18719.35593,34051.34729,3011.284525,500.0,1497.35,9.101195924,5.0,0.0,2023.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5536512.0,32.0,93.0,55452.8,1.0,0.0,80010.0,0.0,100.0,0.0,8.0,15699.24609,9448.857968,4130.137132,500.0,1495.1,7.8403765,3.0,0.0,2023.0,1.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5660928.0,46.0,45.0,11246.0,0.0,1.0,15025.0,1.0,34.0,1.0,2.0,25602.20531,30860.11818,4499.059204,2000.0,1338.5,9.64053346,3.0,1.0,2023.0,9.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5723136.0,57.0,65.0,14693.0,1.0,0.0,85007.0,1.0,64.0,1.0,1.0,9732.691388,26752.07125,5461.151361,1000.0,1074.07,9.812436192,3.0,1.0,2024.0,8.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
6158592.0,56.0,83.0,44387.0,1.0,1.0,20148.0,0.0,27.0,0.0,3.0,10883.7118,11807.93998,4511.907191,2000.0,1103.58,10.5576621,6.0,1.0,2023.0,10.0,19.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
6386688.0,51.0,65.0,62905.6,0.0,1.0,20122.0,0.0,27.0,0.0,4.0,8691.36746,20342.4402,5009.360744,500.0,964.79,8.069645493,6.0,0.0,2023.0,7.0,17.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7153920.0,45.0,57.0,60889.6,0.0,1.0,85006.0,1.0,50.0,1.0,3.0,41194.09871,16502.57797,2314.389231,1000.0,1439.34,8.668064407,5.0,0.0,2023.0,12.0,31.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7236864.0,28.0,83.0,53315.2,0.0,1.0,20117.0,0.0,97.0,1.0,3.0,11213.12223,26346.03809,4432.226653,1000.0,1198.15,8.929089579,2.0,0.0,2024.0,9.0,28.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
7547904.0,55.0,93.0,64113.6,1.0,1.0,80002.0,3.0,51.0,1.0,3.0,32829.02668,5747.298004,1882.484537,500.0,1398.51,8.835088933,6.0,1.0,2024.0,10.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7568640.0,51.0,87.0,162891.2,1.0,0.0,85035.0,2.0,99.0,1.0,4.0,31615.03599,28699.249,7990.167818,500.0,1355.08,8.550854393,4.0,0.0,2024.0,10.0,14.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7817472.0,41.0,66.0,29408.0,1.0,0.0,20163.0,0.0,99.0,1.0,7.0,13942.05244,41405.79596,3996.453104,500.0,1158.03,9.701092284,5.0,1.0,2023.0,2.0,24.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
7838208.0,50.0,68.0,62593.6,1.0,1.0,15053.0,0.0,3.0,1.0,7.0,17149.64126,11575.14651,3043.078453,1000.0,1372.27,8.95681254,4.0,0.0,2024.0,6.0,9.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7900416.0,47.0,79.0,61592.0,1.0,1.0,80002.0,0.0,1.0,1.0,4.0,28423.24271,42880.44492,6387.075386,1000.0,1275.39,10.38860723,8.0,1.0,2024.0,7.0,29.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
8045568.0,49.0,79.0,82292.8,0.0,1.0,85028.0,1.0,24.0,1.0,7.0,11488.23238,19754.24336,6706.715266,500.0,1344.36,7.47937187,3.0,0.0,2024.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8211456.0,33.0,64.0,95934.4,1.0,0.0,20107.0,0.0,3.0,0.0,2.0,12267.68033,13732.00306,1971.468572,500.0,1203.24,7.617566343,3.0,0.0,2024.0,2.0,19.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
8273664.0,44.0,89.0,80561.6,1.0,1.0,20165.0,0.0,21.0,1.0,3.0,49584.22238,47665.79269,7193.215579,1000.0,1152.4,6.924367299,3.0,0.0,2024.0,11.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
8335872.0,33.0,57.0,75953.6,1.0,1.0,20104.0,0.0,96.0,1.0,8.0,31494.75576,9692.92145,7457.212527,2000.0,1142.62,7.019133346,2.0,0.0,2023.0,3.0,18.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8792064.0,52.0,70.0,82292.8,1.0,1.0,50035.0,0.0,14.0,1.0,8.0,28494.95994,34879.35173,6669.939824,500.0,1229.16,10.04717681,0.0,0.0,2023.0,9.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9020160.0,41.0,64.0,80561.6,1.0,0.0,20156.0,2.0,20.0,1.0,3.0,24455.90722,32964.01489,7713.185245,500.0,1706.79,10.26960072,8.0,0.0,2023.0,6.0,22.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9206784.0,58.0,86.0,82292.8,0.0,1.0,20106.0,1.0,93.0,0.0,4.0,14203.39611,34878.65574,3798.774361,500.0,885.08,8.619270212,2.0,0.0,2024.0,8.0,21.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9248256.0,37.0,72.0,72593.6,1.0,1.0,15019.0,2.0,99.0,1.0,4.0,9367.193013,8871.641743,8015.944434,500.0,1046.58,8.276694232,3.0,0.0,2024.0,5.0,20.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9455616.0,63.0,89.0,66300.8,1.0,0.0,80109.0,2.0,44.0,0.0,8.0,17901.32007,52692.08773,7462.860816,500.0,1382.88,8.167530488,3.0,1.0,2024.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9517824.0,35.0,68.0,56873.6,1.0,1.0,50002.0,0.0,83.0,0.0,7.0,31524.63393,10721.7675,2018.040967,1000.0,1141.35,9.368615794,2.0,0.0,2024.0,12.0,30.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9745920.0,42.0,68.0,93347.2,1.0,0.0,80034.0,0.0,2.0,1.0,3.0,11534.5613,30124.33636,2245.716441,1000.0,986.53,8.042216093,3.0,0.0,2024.0,3.0,24.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10305792.0,48.0,94.0,80561.6,0.0,1.0,85067.0,3.0,0.0,1.0,6.0,25215.6433,17997.97862,4501.841953,500.0,1722.95,8.096150872,2.0,0.0,2024.0,5.0,12.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10326528.0,53.0,75.0,63524.8,1.0,0.0,50009.0,0.0,0.0,0.0,2.0,15287.00801,15750.40069,3729.623072,2000.0,1281.07,9.306265973,4.0,0.0,2024.0,2.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10347264.0,38.0,72.0,58209.6,1.0,0.0,15025.0,0.0,56.0,1.0,6.0,13844.87602,33318.56541,2361.170033,500.0,1011.92,8.195952079,6.0,0.0,2023.0,5.0,30.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10492416.0,46.0,74.0,61276.8,1.0,0.0,80104.0,1.0,9.0,1.0,4.0,37107.88786,16664.41035,5422.67774,500.0,1301.72,9.88013309,2.0,0.0,2023.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10679040.0,35.0,87.0,86892.8,1.0,1.0,20156.0,0.0,92.0,0.0,1.0,19600.90487,18686.10785,5627.615502,500.0,767.14,8.064835853,4.0,0.0,2023.0,11.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10803456.0,23.0,63.0,70152.0,1.0,1.0,15047.0,0.0,73.0,0.0,4.0,25707.24161,16029.7098,5984.304844,1000.0,1538.26,9.369675313,5.0,0.0,2024.0,12.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
11176704.0,51.0,80.0,62929.6,1.0,0.0,15025.0,0.0,2.0,1.0,8.0,14774.95313,16085.05867,2930.331295,500.0,1314.6,8.402431024,3.0,1.0,2024.0,3.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11197440.0,52.0,68.0,63228.8,1.0,1.0,80002.0,0.0,0.0,1.0,6.0,30100.26728,20823.61491,5670.095421,1000.0,1515.18,10.75748484,4.0,0.0,2024.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11840256.0,27.0,87.0,82292.8,1.0,1.0,85054.0,0.0,57.0,1.0,2.0,25604.80108,26180.26783,4214.161394,1000.0,2047.59,9.784155061,4.0,0.0,2024.0,12.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11964672.0,43.0,32.0,20169.6,1.0,1.0,50032.0,0.0,6.0,0.0,6.0,11544.57147,28746.61543,3630.172038,2000.0,1371.78,9.188036472,6.0,1.0,2023.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12047616.0,65.0,73.0,26795.2,0.0,1.0,20144.0,0.0,22.0,0.0,6.0,34869.33691,21577.29777,7656.655706,2000.0,932.14,8.850708118,3.0,1.0,2023.0,2.0,24.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12441600.0,39.0,73.0,58630.4,1.0,0.0,15025.0,0.0,96.0,1.0,7.0,16738.04241,27218.24311,2248.581941,1000.0,773.99,9.915172704,2.0,0.0,2024.0,2.0,24.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13022208.0,42.0,57.0,59760.0,1.0,1.0,50007.0,0.0,100.0,0.0,5.0,31016.35773,17797.18499,3165.039852,500.0,1459.97,8.424434192,3.0,1.0,2024.0,11.0,23.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13167360.0,53.0,78.0,163536.0,1.0,0.0,0.0,0.0,68.0,0.0,7.0,25747.59643,28683.68958,3435.867014,500.0,865.33,7.876778029,9.0,0.0,2024.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
13436928.0,55.0,86.0,34105.6,1.0,0.0,15045.0,0.0,69.0,0.0,2.0,10736.03065,48844.29531,4683.967849,2000.0,1134.08,10.47431442,6.0,1.0,2024.0,6.0,17.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13499136.0,49.0,62.0,62257.6,1.0,1.0,15021.0,0.0,14.0,0.0,6.0,65059.67998,22881.72598,5041.963304,2000.0,1304.67,8.949300458,2.0,0.0,2024.0,5.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13561344.0,27.0,69.0,52723.2,1.0,0.0,80024.0,3.0,86.0,1.0,7.0,10073.11234,19897.24191,4045.376399,2000.0,1035.79,8.579935193,6.0,0.0,2024.0,3.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
